"Team_name","Team_PTS","Team_FGM","Team_FGA","Team_ThreePM","Team_ThreePA","Team_FTM","Team_FTA","Team_OR","Team_DR","Team_REB","Team_AST","Team_STL","Team_BLK","Team_TO","Team_PF","Team_FG_percent","Team_ThreeP_percent","Team_FT_percent"
"East Carolina Pirates","76.5","26.3","58.3","7.8","22.4","16.0","22.4","10.7","25.2","35.9","17.2","8.0","4.5","12.7","17.7","45.2","34.9","71.6"
"Central Arkansas Bears","76.5","28.5","65.6","7.1","20.3","12.3","19.4","13.9","24.8","38.7","14.1","7.9","4.0","14.4","20.9","43.5","35.2","63.2"
"Missouri Tigers","76.1","27.2","59.3","6.3","18.7","15.4","20.8","13.4","27.4","40.8","13.9","6.7","3.5","13.0","16.7","45.9","33.9","74.4"
"Baylor Bears","76.0","27.1","58.9","6.9","19.7","14.9","21.5","12.0","25.5","37.5","15.9","6.6","4.5","11.9","17.1","46.0","35.3","69.2"
"Weber State Wildcats","75.7","26.8","52.9","7.2","17.3","15.0","20.8","9.0","26.9","36.0","14.0","5.3","4.5","12.4","16.8","50.6","41.6","72.1"
"Cal State Northridge Matadors","75.3","26.4","60.5","5.3","15.6","17.2","23.5","13.7","23.1","36.9","15.3","8.5","3.1","13.6","19.5","43.6","33.6","73.3"
"Kansas Jayhawks","75.2","26.6","55.4","5.8","16.1","16.1","21.9","10.8","28.4","39.2","15.5","7.0","6.7","14.0","16.7","48.1","36.4","73.7"
"Michigan Wolverines","75.2","28.0","57.9","7.6","19.7","11.5","16.5","10.7","24.4","35.0","14.5","6.1","2.8","9.4","12.7","48.4","38.5","70.1"
"Saint Mary's Gaels","74.6","26.0","55.4","7.8","20.8","14.8","20.4","12.1","24.9","37.0","14.3","6.1","2.8","11.9","17.5","46.9","37.5","72.5"
"Illinois State Redbirds","74.5","26.4","58.0","7.3","21.1","14.4","19.9","10.4","24.8","35.1","14.8","7.2","4.4","13.1","18.1","45.5","34.7","72.3"
"Memphis Tigers","74.5","27.1","57.5","6.1","16.4","14.1","21.4","12.2","25.3","37.5","16.8","8.9","6.4","14.5","18.1","47.1","37.2","66.0"
"Louisville Cardinals","74.5","26.2","57.5","5.8","17.3","16.3","23.0","13.3","23.5","36.8","14.6","10.8","4.2","12.4","18.2","45.6","33.3","70.9"
"Creighton Bluejays","74.4","26.2","52.3","8.5","20.6","13.6","17.9","8.3","26.8","35.1","16.9","4.8","2.6","12.3","16.3","50.1","41.4","75.9"
"UCLA Bruins","74.4","27.5","60.9","4.9","14.7","14.6","20.2","11.1","25.4","36.5","16.0","8.1","3.6","11.2","15.0","45.1","33.3","72.4"
"Santa Clara Broncos","74.4","25.5","57.8","8.0","22.1","15.4","21.1","11.8","22.8","34.6","14.7","7.9","4.6","12.3","19.7","44.2","36.1","72.7"
"Southeast Missouri State Redhawks","74.1","26.7","56.8","7.8","19.5","13.0","18.6","9.3","27.6","37.0","15.8","5.2","4.9","12.8","18.3","46.9","39.8","70.0"
"Oakland Golden Grizzlies","74.1","24.9","57.2","7.2","20.4","16.9","23.9","11.2","21.4","32.6","13.1","8.2","1.2","12.1","18.8","43.6","35.5","70.8"
"Bryant Bulldogs","74.0","26.2","54.6","7.0","19.7","14.6","20.2","9.8","24.3","34.0","15.2","5.1","1.1","12.9","16.5","48.0","35.6","72.2"
"Eastern Kentucky Colonels","73.9","25.4","54.4","8.8","24.7","14.4","18.4","8.8","18.7","27.5","14.9","8.9","2.2","11.8","19.4","46.7","35.5","78.0"
"Southern Miss Golden Eagles","73.9","26.6","55.6","6.6","17.4","14.0","20.2","12.7","23.0","35.7","14.9","9.6","2.7","14.7","19.1","47.9","38.0","69.4"
"Niagara Purple Eagles","73.8","25.4","60.1","7.3","22.4","15.8","22.8","12.5","22.8","35.3","12.8","7.9","2.7","11.5","19.8","42.2","32.7","69.1"
"Charleston Southern Buccaneers","73.8","25.6","60.5","9.3","25.8","13.4","18.9","13.3","25.8","39.2","12.3","7.3","2.7","12.3","15.8","42.2","36.0","70.7"
"Arkansas Razorbacks","73.7","26.6","61.3","6.0","20.0","14.4","21.5","12.1","22.9","35.0","14.8","9.2","5.0","11.6","20.3","43.5","30.0","67.2"
"Canisius Golden Griffins","73.5","25.2","56.6","9.2","23.9","13.9","19.4","11.8","22.7","34.5","12.7","5.8","3.3","13.2","17.0","44.6","38.6","71.6"
"Arizona Wildcats","73.4","25.1","55.2","7.7","20.7","15.5","20.6","11.2","25.1","36.4","13.6","6.7","3.8","13.1","16.7","45.5","37.1","74.9"
"South Dakota State Jackrabbits","73.4","26.0","55.4","7.7","19.8","13.7","17.9","9.5","25.1","34.6","14.5","5.0","2.2","10.4","14.0","46.9","38.9","76.2"
"Davidson Wildcats","73.2","24.6","53.3","7.5","20.4","16.5","20.7","9.0","24.7","33.7","13.9","5.6","3.0","10.9","17.7","46.2","36.9","79.5"
"Boise State Broncos","73.2","25.8","55.9","7.8","19.9","13.9","18.7","10.1","23.7","33.8","13.2","6.6","1.7","12.0","18.7","46.0","39.1","74.7"
"Lehigh Mountain Hawks","73.1","25.4","55.0","7.6","19.4","14.7","19.9","8.8","24.0","32.8","14.6","7.1","3.4","10.9","15.4","46.2","39.2","73.7"
"Hawai'i Rainbow Warriors","73.0","26.1","57.9","6.1","17.8","14.7","21.3","12.5","26.2","38.6","13.9","5.3","3.4","14.4","16.6","45.1","34.3","68.7"
"Massachusetts Minutemen","73.0","25.4","58.5","7.1","21.2","15.1","20.9","11.6","25.3","36.9","14.6","7.5","5.2","14.4","19.1","43.4","33.6","71.9"
"Colorado State Rams","72.9","25.2","56.0","5.1","15.2","17.5","24.4","14.1","25.9","40.0","12.7","4.6","2.1","11.1","17.1","44.9","33.8","71.5"
"Central Connecticut Blue Devils","72.9","26.2","61.1","7.1","20.1","13.5","18.4","10.4","24.2","34.6","12.6","7.5","4.3","12.6","16.1","42.8","35.2","73.2"
"Iona Gaels","82.9","30.9","61.6","7.7","19.9","13.3","18.7","10.7","24.1","34.8","19.3","7.3","2.2","12.5","16.9","50.2","38.7","71.3"
"Long Island University Sharks","81.4","27.1","57.1","6.6","17.8","20.7","28.4","11.6","26.4","38.1","14.7","6.1","3.3","16.1","15.6","47.4","37.1","73.0"
"North Carolina Tar Heels","81.3","29.9","64.9","5.1","15.1","16.4","24.3","15.4","29.8","45.2","17.5","6.8","5.9","12.1","14.5","46.0","33.8","67.7"
"Belmont Bruins","80.9","27.9","57.9","8.8","23.3","16.3","22.2","11.5","24.5","36.0","17.3","7.3","2.2","12.3","17.9","48.1","37.8","73.5"
"UNC Asheville Bulldogs","80.7","27.1","56.1","6.6","18.5","20.1","26.3","11.1","23.6","34.6","16.6","8.3","2.6","13.4","18.0","48.2","35.5","76.4"
"Missouri Tigers","80.4","28.0","55.6","8.4","21.1","16.0","20.9","9.1","22.9","32.0","16.2","8.1","2.8","10.2","14.3","50.4","39.8","76.6"
"Oakland Golden Grizzlies","79.9","26.3","58.4","9.3","24.9","17.9","24.4","11.0","22.8","33.8","13.2","6.4","2.1","11.9","18.2","45.0","37.4","73.7"
"VMI Keydets","79.7","27.0","60.8","8.6","26.9","17.1","23.8","10.2","22.5","32.7","13.3","8.3","3.8","13.3","18.7","44.5","31.9","71.9"
"Creighton Bluejays","79.2","27.9","55.3","8.2","19.3","15.3","21.1","9.4","26.5","36.0","17.6","4.8","2.3","12.0","16.9","50.4","42.4","72.6"
"Oregon State Beavers","78.9","27.6","58.1","6.1","17.1","17.5","25.9","11.7","23.1","34.8","15.8","9.1","4.6","14.1","18.7","47.5","35.9","67.7"
"New Mexico State Aggies","78.1","26.9","56.8","4.6","14.0","19.6","29.4","14.4","25.4","39.8","13.8","6.8","4.3","14.8","17.5","47.4","32.7","66.8"
"Cal State Fullerton Titans","78.0","26.9","56.9","8.6","21.3","15.6","22.5","12.4","25.1","37.5","15.0","5.6","2.7","15.4","19.5","47.2","40.4","69.4"
"BYU Cougars","77.9","27.9","60.0","6.7","19.4","15.4","22.0","10.9","27.6","38.5","17.1","8.5","4.4","13.5","18.2","46.5","34.3","70.0"
"Davidson Wildcats","77.9","26.6","59.7","7.7","23.0","16.9","22.2","12.6","26.3","38.8","13.8","5.6","3.5","11.8","20.4","44.6","33.6","76.2"
"Kentucky Wildcats","77.7","27.5","56.0","5.6","14.5","17.1","23.6","12.1","26.8","38.9","13.3","6.1","8.6","11.4","14.6","49.1","38.6","72.5"
"Duke Blue Devils","77.3","25.7","56.3","8.1","21.7","17.8","25.4","11.9","24.8","36.7","12.4","6.2","4.0","12.2","18.4","45.6","37.1","70.1"
"Weber State Wildcats","77.3","25.8","56.2","8.9","22.8","16.8","20.7","8.7","25.4","34.1","13.3","5.6","2.4","10.6","18.1","45.9","39.1","81.4"
"Indiana Hoosiers","77.3","26.4","53.6","6.4","14.8","18.2","23.8","10.6","23.8","34.4","13.5","6.5","3.2","12.9","17.6","49.2","43.1","76.3"
"Wichita State Shockers","77.1","27.6","57.3","7.0","18.8","14.9","19.9","10.9","27.1","38.0","14.7","6.3","3.9","12.2","16.8","48.2","37.1","74.8"
"Massachusetts Minutemen","76.9","27.5","63.3","7.8","22.3","14.2","21.2","13.5","26.0","39.5","15.3","8.8","4.8","14.8","20.5","43.4","34.9","67.3"
"UT Arlington Mavericks","76.9","25.5","57.1","6.9","19.6","18.9","26.9","13.3","26.0","39.3","13.4","7.9","3.7","16.1","19.2","44.7","35.4","70.3"
"Charleston Southern Buccaneers","76.9","26.9","60.2","8.4","22.0","14.6","21.2","12.7","22.9","35.6","12.8","8.1","2.6","13.4","18.1","44.7","38.0","69.0"
"South Dakota State Jackrabbits","76.8","26.2","56.1","8.1","20.8","16.3","22.4","10.4","23.8","34.1","14.3","6.7","1.9","10.6","16.2","46.8","39.0","72.7"
"Seattle U Redhawks","76.5","28.9","66.4","7.1","21.4","11.7","16.8","13.7","27.7","41.5","13.8","8.4","3.2","15.3","21.0","43.5","33.0","69.6"
"Texas State Bobcats","76.4","26.5","61.4","8.2","22.6","15.2","21.3","12.0","24.1","36.1","14.0","8.2","3.2","14.8","20.9","43.2","36.1","71.2"
"UNLV Rebels","76.3","26.9","58.9","8.3","22.8","14.2","21.0","11.7","26.0","37.7","17.6","8.5","4.8","13.3","17.3","45.7","36.4","67.6"
"Portland State Vikings","76.2","26.4","54.7","5.8","16.6","17.5","23.8","10.4","24.3","34.8","11.6","5.3","2.8","13.5","16.8","48.3","34.8","73.7"
"Florida Gators","75.9","26.4","56.9","9.6","25.4","13.5","18.9","11.2","24.5","35.7","14.9","6.3","3.4","11.1","15.5","46.3","38.0","71.3"
"Lehigh Mountain Hawks","75.7","25.8","58.0","7.3","20.7","16.9","21.9","11.0","24.8","35.9","13.0","7.7","3.0","11.2","17.9","44.4","35.0","76.8"
"Washington Huskies","75.6","27.6","61.6","6.2","18.1","14.2","22.8","14.6","25.5","40.1","13.6","6.7","4.0","13.1","19.7","44.8","34.3","62.4"
"San Francisco Dons","75.4","26.6","57.1","7.0","20.0","15.1","21.9","10.4","22.8","33.2","13.8","8.4","1.9","13.0","17.8","46.7","35.1","68.9"
"Marquette Golden Eagles","75.4","26.3","58.1","5.7","17.0","17.1","23.7","11.8","24.5","36.3","16.6","8.7","3.5","13.2","17.7","45.2","33.7","72.1"
"Temple Owls","75.0","26.9","57.4","7.1","17.9","14.1","19.6","10.4","24.4","34.8","15.4","7.2","4.2","12.5","17.7","46.9","39.7","71.9"
"Ohio State Buckeyes","75.0","27.2","56.7","5.1","15.2","15.5","21.9","11.8","25.0","36.8","14.8","7.3","3.2","11.8","16.1","47.9","33.7","71.0"
"Saint Mary's Gaels","74.8","26.0","54.9","7.4","21.6","15.4","21.1","11.5","25.2","36.7","15.8","6.9","3.1","11.6","16.0","47.3","34.4","72.9"
"Baylor Bears","74.7","26.4","56.5","6.8","17.8","15.1","20.0","12.4","24.1","36.4","15.0","7.5","4.7","13.7","17.7","46.7","38.3","75.4"
"Memphis Tigers","74.7","26.7","54.3","5.3","14.6","16.1","22.4","9.5","24.8","34.3","14.5","7.9","5.6","12.7","19.0","49.1","36.2","71.7"
"Oregon Ducks","74.3","26.0","55.4","7.2","19.4","15.1","21.4","10.6","23.6","34.1","14.3","6.0","3.6","12.9","17.1","46.9","37.4","70.9"
"DePaul Blue Demons","74.1","27.6","63.1","7.2","21.6","11.6","16.7","12.1","21.0","33.1","15.3","7.9","4.1","13.4","20.5","43.8","33.5","69.6"
"Syracuse Orange","74.1","27.2","58.3","6.3","18.1","13.4","19.2","12.4","22.3","34.7","15.3","9.1","6.9","10.5","15.5","46.7","34.9","69.8"
"Campbell Fighting Camels","74.1","26.4","54.6","5.3","14.1","15.9","23.8","10.3","25.0","35.3","15.5","6.1","5.2","14.2","20.2","48.4","37.4","66.9"
"Long Beach State Beach","73.8","25.9","55.3","6.5","18.2","15.6","23.3","11.5","24.1","35.6","14.0","7.1","2.7","12.9","15.5","46.8","35.8","66.9"
"Gonzaga Bulldogs","73.8","24.9","52.7","6.5","17.2","17.4","24.3","10.9","26.0","36.8","13.8","6.8","3.2","13.1","15.6","47.3","37.9","71.6"
"Coppin State Eagles","73.8","25.2","58.3","9.6","26.4","13.7","19.9","10.9","23.8","34.7","14.8","5.8","1.8","12.9","16.7","43.2","36.5","69.1"
"Hawai'i Rainbow Warriors","73.6","26.1","56.6","5.1","15.7","16.4","24.6","11.8","24.9","36.8","14.8","5.7","3.3","15.2","19.3","46.1","32.3","66.7"
"Houston Christian Huskies","73.6","26.2","62.0","5.1","16.0","16.0","23.5","13.5","22.8","36.3","12.5","7.5","1.7","15.7","21.8","42.3","31.9","68.3"
"Lamar Cardinals","73.5","25.8","59.6","4.4","13.0","17.6","24.4","14.2","25.4","39.6","12.8","8.1","4.4","11.9","17.2","43.2","33.7","72.0"
"Kansas Jayhawks","73.5","26.2","55.6","5.7","16.5","15.3","22.1","11.5","26.2","37.7","15.1","7.3","5.7","13.0","17.4","47.2","34.5","69.2"
"Evansville Purple Aces","73.5","25.0","54.3","5.5","14.2","17.9","23.4","8.7","20.3","29.0","15.9","7.6","1.7","12.6","21.3","46.1","39.1","76.4"
"Longwood Lancers","73.4","26.6","61.5","8.5","24.5","11.6","17.1","9.4","24.8","34.2","15.5","5.3","2.2","13.2","16.0","43.4","34.9","67.6"
"VMI Keydets","87.9","30.2","67.2","11.3","31.5","16.3","23.0","12.3","25.3","37.5","14.9","8.7","4.5","13.3","19.6","44.9","35.9","70.9"
"Oakland Golden Grizzlies","85.5","30.1","61.1","8.2","21.9","17.2","23.9","12.9","26.1","39.0","16.2","6.2","5.6","13.5","18.4","49.2","37.4","72.0"
"Washington Huskies","83.1","30.3","64.6","8.7","23.5","13.7","20.3","13.9","25.1","39.1","16.9","6.7","5.1","12.2","20.2","46.9","37.1","67.4"
"Long Island University Sharks","82.7","28.1","60.9","6.9","19.2","19.5","30.3","14.5","27.2","41.8","15.2","7.5","3.4","15.3","17.6","46.2","36.1","64.6"
"Lamar Cardinals","82.1","28.2","65.4","7.8","21.7","17.9","26.1","15.5","25.6","41.2","14.6","8.2","3.7","15.3","23.0","43.1","36.0","68.7"
"South Dakota State Jackrabbits","81.7","28.5","61.3","8.9","21.7","15.8","21.7","12.2","23.2","35.3","15.2","6.1","2.6","9.9","18.3","46.5","41.1","72.8"
"BYU Cougars","81.4","27.5","61.3","8.4","23.4","17.9","23.4","11.4","27.2","38.5","14.5","8.1","4.1","10.9","17.5","44.9","36.1","76.5"
"Kansas Jayhawks","81.2","29.3","57.7","7.1","18.7","15.4","22.7","11.8","27.0","38.8","17.7","7.8","4.0","13.3","17.5","50.8","38.2","67.9"
"Duke Blue Devils","80.9","28.1","59.6","7.9","21.0","16.8","22.3","12.1","25.8","37.8","14.3","7.3","4.4","12.1","17.7","47.1","37.4","75.3"
"Missouri Tigers","80.8","28.9","63.1","7.2","19.7","15.8","21.4","12.5","22.7","35.2","16.4","9.7","5.0","12.7","20.2","45.8","36.6","73.9"
"South Dakota Coyotes","79.8","28.5","62.5","7.6","21.9","15.2","22.8","11.3","27.1","38.4","14.8","6.7","2.8","12.6","17.5","45.5","34.9","66.8"
"Belmont Bruins","79.7","27.0","58.4","9.3","24.7","16.4","22.3","12.9","23.1","35.9","16.3","9.7","3.4","13.7","20.8","46.2","37.8","73.7"
"Colorado Buffaloes","79.6","27.8","58.9","6.1","16.3","17.9","23.0","11.8","24.2","36.0","13.8","6.8","2.9","11.7","18.3","47.3","37.2","77.8"
"Iona Gaels","79.0","28.3","59.5","8.1","21.5","14.3","21.7","11.8","24.5","36.2","17.4","7.5","3.3","12.6","17.9","47.6","37.5","65.7"
"Saint Mary's Gaels","78.9","27.8","57.4","8.6","21.9","14.7","19.4","10.6","24.1","34.7","16.5","7.1","3.3","11.2","17.6","48.5","39.0","75.9"
"Texas State Bobcats","78.3","27.1","60.3","5.8","18.1","18.4","27.4","12.5","24.8","37.3","13.8","7.7","3.3","15.3","21.8","44.9","32.0","67.2"
"Duquesne Dukes","77.9","27.3","59.5","8.0","22.3","15.4","24.8","12.7","22.6","35.3","17.8","9.9","5.3","13.4","19.3","45.8","36.0","62.2"
"North Carolina Tar Heels","77.5","28.2","62.6","5.1","15.7","15.9","23.7","14.2","28.5","42.6","15.5","6.3","5.5","13.3","16.1","45.0","32.8","67.2"
"Ohio State Buckeyes","77.1","27.5","55.6","7.7","18.2","14.5","20.6","11.3","23.2","34.5","15.9","7.1","3.2","10.1","14.0","49.4","42.3","70.1"
"Northwestern State Demons","76.9","26.0","58.7","6.6","19.1","18.3","28.8","13.7","22.6","36.3","13.3","9.2","7.0","16.9","23.0","44.3","34.5","63.7"
"Maryland Terrapins","76.8","28.2","60.0","4.6","13.2","15.8","23.3","12.8","26.2","39.0","16.9","6.7","4.5","13.6","16.6","47.1","34.8","67.7"
"La Salle Explorers","76.8","28.0","62.7","6.3","17.3","14.6","20.6","14.0","24.6","38.6","15.0","7.4","4.0","15.5","18.6","44.6","36.4","70.9"
"Gonzaga Bulldogs","76.7","26.6","55.6","5.8","15.7","17.6","23.1","11.4","26.2","37.5","15.5","7.3","3.8","13.5","18.5","47.9","37.0","76.2"
"Arizona Wildcats","76.4","25.5","54.3","7.8","19.6","17.7","23.7","10.7","24.0","34.7","14.1","5.2","2.6","12.7","18.6","46.9","39.7","74.6"
"Coastal Carolina Chanticleers","76.4","27.4","56.3","4.7","14.2","16.9","24.5","12.1","27.2","39.4","15.3","6.7","4.5","13.0","15.2","48.6","33.3","69.2"
"Longwood Lancers","76.3","27.4","60.2","7.6","21.4","13.9","19.8","10.2","22.9","33.2","16.5","5.9","2.1","13.8","19.3","45.5","35.6","69.9"
"Charleston Cougars","76.2","28.0","58.7","8.3","22.6","11.9","16.1","10.9","23.6","34.5","13.4","5.8","4.1","12.1","15.2","47.7","36.6","74.1"
"North Texas Mean Green","76.2","25.2","52.6","5.4","14.4","20.5","27.3","9.8","25.5","35.3","12.3","4.2","2.3","13.3","18.1","47.9","37.7","75.0"
"Lipscomb Bisons","76.2","26.4","58.3","6.6","19.9","16.7","23.7","12.1","25.3","37.4","15.4","8.2","2.1","15.5","20.4","45.3","33.4","70.6"
"Vanderbilt Commodores","75.9","24.9","54.5","7.7","20.8","18.3","24.6","10.9","26.0","36.9","13.4","5.1","4.8","13.0","16.2","45.8","37.1","74.3"
"Utah Valley Wolverines","75.9","24.8","56.1","6.6","18.2","19.7","26.0","11.4","28.3","39.7","13.9","5.0","3.1","13.8","18.9","44.2","36.1","75.8"
"Providence Friars","75.8","26.7","62.9","6.6","21.0","15.8","23.6","14.5","24.0","38.5","12.5","7.8","4.4","12.7","16.8","42.4","31.5","66.9"
"North Dakota State Bison","75.4","26.8","56.9","5.7","14.9","16.1","23.2","11.8","24.0","35.8","13.7","5.9","2.6","13.1","19.5","47.1","38.2","69.3"
"UC Irvine Anteaters","75.3","24.9","59.1","7.5","21.1","18.0","24.5","9.7","26.2","35.9","12.2","6.7","1.8","12.9","21.6","42.2","35.4","73.5"
"Notre Dame Fighting Irish","75.2","24.8","53.9","8.0","20.8","17.6","24.3","10.9","26.2","37.1","16.6","4.6","3.8","10.7","15.1","46.0","38.6","72.4"
"Marquette Golden Eagles","75.2","26.3","56.6","5.2","14.8","17.4","25.1","12.4","23.6","35.9","15.5","7.2","3.6","12.3","16.8","46.5","34.9","69.6"
"Texas Longhorns","75.0","26.5","58.3","5.6","14.9","16.4","25.1","13.7","26.6","40.3","13.5","5.8","5.1","11.8","17.1","45.5","37.6","65.4"
"Louisville Cardinals","74.9","27.1","59.9","8.8","24.4","11.9","17.9","12.4","23.9","36.3","17.4","9.3","5.0","13.1","19.1","45.3","36.2","66.3"
"Kentucky Wildcats","74.9","26.4","57.4","7.4","18.6","14.7","20.8","11.7","25.7","37.4","12.7","5.6","6.3","10.7","15.8","45.9","39.7","71.0"
"Iowa State Cyclones","74.8","27.2","62.3","8.6","23.3","11.9","16.5","11.0","25.6","36.6","15.0","6.8","3.7","12.5","16.4","43.7","36.8","72.1"
"Oral Roberts Golden Eagles","74.7","26.4","55.7","5.5","15.1","16.3","22.8","12.0","22.4","34.3","12.7","5.6","2.9","12.9","20.3","47.4","36.6","71.7"
"Tennessee Tech Golden Eagles","74.6","27.0","56.3","4.6","13.3","16.1","24.2","11.8","25.0","36.8","14.0","8.5","2.2","16.3","20.1","47.9","34.7","66.3"
"Detroit Mercy Titans","74.5","25.7","55.5","5.1","14.5","18.0","26.2","12.1","25.4","37.5","12.3","7.6","5.0","15.7","19.4","46.3","35.2","68.7"
"Ohio Bobcats","74.4","25.6","58.9","7.4","21.0","15.8","22.0","12.3","23.8","36.2","15.2","7.9","2.5","13.5","20.7","43.5","35.4","71.8"
"Purdue Fort Wayne Mastodons","74.3","25.5","55.9","8.0","20.8","15.3","19.8","9.3","22.4","31.8","14.5","5.0","3.0","12.2","21.5","45.7","38.5","77.2"
"New Orleans Privateers","74.3","24.3","52.6","5.9","17.6","16.4","22.4","11.2","25.3","36.5","13.1","7.1","2.7","14.6","17.5","46.1","33.5","73.2"
"Elon Phoenix","74.2","24.7","57.6","9.2","25.3","15.7","22.0","10.4","23.9","34.3","14.0","5.5","2.6","12.6","19.3","42.8","36.4","71.4"
"McNeese Cowboys","74.1","25.2","57.7","6.8","19.4","16.9","22.7","11.9","23.5","35.3","11.2","6.5","3.1","12.2","19.5","43.6","35.3","74.6"
"Boise State Broncos","74.1","25.0","57.2","6.8","19.7","17.3","23.9","11.1","21.9","33.1","12.8","8.6","2.7","12.1","18.9","43.8","34.4","72.3"
"Southern Miss Golden Eagles","74.1","25.8","56.9","5.4","14.6","17.2","23.5","13.7","24.7","38.4","11.9","5.6","3.6","11.8","19.2","45.3","36.8","73.0"
"VMI Keydets","88.6","30.4","73.1","11.6","35.4","16.1","23.7","13.2","23.8","37.1","14.6","10.4","5.0","14.7","20.5","41.7","32.7","68.1"
"BYU Cougars","83.1","28.5","58.9","8.1","19.4","18.1","22.9","10.2","26.8","37.0","15.8","8.5","3.5","11.6","17.3","48.3","41.7","79.0"
"Providence Friars","82.4","29.5","67.9","8.0","24.3","15.5","23.0","17.3","23.2","40.4","14.3","8.0","4.4","12.7","19.8","43.4","33.0","67.1"
"Villanova Wildcats","81.8","27.2","59.5","7.6","20.5","19.7","26.1","13.4","25.2","38.5","13.6","7.8","4.0","13.7","22.1","45.8","37.3","75.5"
"Kansas Jayhawks","81.6","28.7","58.6","7.3","18.0","16.9","24.2","13.0","27.5","40.5","16.9","8.4","6.4","13.1","18.2","48.9","40.4","69.9"
"Texas Longhorns","81.2","29.6","63.5","5.7","16.6","16.4","25.8","14.8","27.1","41.9","14.4","7.9","5.7","13.6","19.7","46.6","34.5","63.3"
"Syracuse Orange","80.9","29.8","57.7","7.0","17.8","14.4","21.3","11.9","26.3","38.2","19.2","9.6","6.3","15.2","14.7","51.6","39.1","67.7"
"Seattle U Redhawks","80.3","28.4","64.1","5.3","15.9","18.2","28.1","15.0","25.1","40.1","12.1","9.3","1.9","17.7","23.4","44.3","33.3","64.6"
"Seton Hall Pirates","80.1","29.3","65.8","6.5","19.6","14.9","21.9","14.3","24.5","38.8","15.2","7.4","5.3","10.7","18.8","44.5","33.3","68.2"
"Marshall Thundering Herd","79.9","27.9","58.4","6.5","17.4","17.6","25.7","12.1","26.9","39.0","16.1","6.4","7.9","12.7","18.0","47.8","37.6","68.4"
"Xavier Musketeers","79.8","27.5","59.5","7.1","19.0","17.7","24.9","12.7","27.7","40.4","14.1","6.7","3.8","12.9","18.9","46.2","37.7","71.1"
"Kansas State Wildcats","79.7","26.5","59.0","6.8","19.0","19.8","29.7","15.1","23.7","38.8","14.6","7.4","5.1","14.3","22.3","45.0","36.0","66.8"
"Maryland Terrapins","79.7","29.3","62.2","5.9","15.5","15.2","20.9","12.8","25.7","38.5","16.5","7.8","4.7","11.6","16.8","47.1","38.2","72.9"
"Nevada Wolf Pack","79.5","28.9","60.0","6.5","18.0","15.1","20.7","11.0","26.1","37.1","14.1","5.1","4.4","11.9","17.4","48.2","36.2","73.2"
"South Dakota Coyotes","79.5","27.7","58.3","7.6","20.4","16.5","24.8","9.3","28.5","37.8","16.8","6.9","5.1","14.5","14.0","47.5","37.4","66.4"
"Kentucky Wildcats","79.4","28.1","58.6","6.1","18.4","17.1","25.6","14.5","27.3","41.8","15.1","7.2","7.2","14.5","16.9","47.9","33.3","66.9"
"Sam Houston Bearkats","79.3","27.5","59.5","8.7","23.5","15.5","22.0","12.4","25.4","37.8","20.4","7.8","2.6","13.4","20.0","46.3","37.0","70.3"
"Washington Huskies","79.2","27.9","61.4","5.3","15.8","18.1","25.1","13.2","24.7","37.9","14.3","7.3","4.2","12.8","21.2","45.4","33.6","72.0"
"Lipscomb Bisons","79.1","27.5","59.3","8.1","22.2","15.9","22.6","12.8","24.0","36.8","17.3","6.7","2.5","14.6","17.3","46.5","36.4","70.5"
"Houston Cougars","78.6","27.4","65.2","8.3","23.3","15.6","21.9","12.6","21.3","33.8","12.4","9.4","2.9","9.0","18.6","42.0","35.6","71.0"
"Saint Mary's Gaels","78.5","27.8","57.4","8.4","20.6","14.6","19.2","10.9","25.7","36.6","16.0","4.9","5.2","11.6","16.4","48.4","40.6","76.1"
"Ole Miss Rebels","78.4","28.2","62.5","8.2","22.7","13.9","20.9","13.1","26.1","39.3","13.9","7.5","5.2","12.1","18.9","45.1","36.1","66.3"
"New Mexico State Aggies","78.3","27.0","58.7","8.4","22.8","15.8","22.6","10.5","25.1","35.6","14.2","6.0","3.3","12.9","17.4","46.0","37.1","70.0"
"Portland State Vikings","78.0","27.8","58.2","8.1","21.6","14.4","20.1","11.1","20.7","31.8","13.3","6.3","4.0","13.5","18.5","47.7","37.4","71.7"
"Duke Blue Devils","77.3","26.4","59.6","7.6","19.6","16.9","22.3","14.6","24.6","39.2","14.0","6.6","4.1","11.0","18.1","44.3","38.7","75.5"
"Missouri Tigers","77.3","27.2","61.9","7.6","20.6","15.2","21.0","13.0","22.3","35.3","15.4","10.9","4.7","12.7","19.3","44.0","36.8","72.4"
"California Golden Bears","77.2","27.6","57.9","6.5","17.4","15.5","20.5","11.3","24.2","35.5","14.3","5.7","2.5","12.0","16.9","47.6","37.4","75.7"
"Texas State Bobcats","77.2","25.6","61.4","6.9","20.8","19.1","28.6","15.0","24.5","39.5","14.5","9.2","3.1","17.9","24.9","41.7","33.2","66.8"
"Baylor Bears","77.0","27.6","56.7","7.1","18.4","14.7","20.3","12.3","26.8","39.1","14.1","6.6","6.7","13.6","17.7","48.7","38.5","72.5"
"Gonzaga Bulldogs","76.9","26.8","54.6","5.4","15.2","17.9","26.9","10.5","27.3","37.8","13.4","6.7","4.2","13.1","18.1","49.1","35.3","66.4"
